Date,Description,Amount,Type
2026-08-31,UBER,5.23,DEBIT
2026-08-31,PARKING METER,10.11,DEBIT
2026-08-31,AMAZON MKTPL,35.97,DEBIT
2026-08-31,APPLE.COM/BILL,37.98,DEBIT
2026-08-31,PARKING METER,12.37,DEBIT
2026-08-31,UBER,5.60,DEBIT
2026-08-31,TARGET,37.34,DEBIT
2026-08-31,STARBUCKS,37.94,DEBIT
2026-09-01,STRIPE PAYOUT,155.00,CREDIT
2026-09-01,GOOGLE WORKSPACE,36.00,DEBIT
2026-09-01,GUSTO PAYROLL,3900.00,DEBIT
2026-09-01,LYFT,6.46,DEBIT
2026-09-01,FEDEX OFFICE,34.47,DEBIT
2026-09-01,APPLE.COM/BILL,12.92,DEBIT
2026-09-01,TARGET,25.78,DEBIT
2026-09-01,PARKING METER,25.51,DEBIT
2026-09-01,SHELL OIL,25.40,DEBIT
2026-09-01,SHELL OIL,26.09,DEBIT
2026-09-01,TARGET,26.34,DEBIT
2026-09-01,STARBUCKS,36.19,DEBIT
2026-09-01,AMAZON MKTPL,27.44,DEBIT
2026-09-02,STRIPE PAYOUT,285.00,CREDIT
2026-09-02,STARBUCKS,10.84,DEBIT
2026-09-02,UBER,34.92,DEBIT
2026-09-02,TARGET,5.67,DEBIT
2026-09-02,PARKING METER,11.67,DEBIT
2026-09-02,APPLE.COM/BILL,29.83,DEBIT
2026-09-03,STRIPE PAYOUT,220.00,CREDIT
2026-09-03,1PASSWORD TEAMS,19.95,DEBIT
2026-09-03,STAPLES,29.79,DEBIT
2026-09-03,FEDEX OFFICE,31.62,DEBIT
2026-09-03,STARBUCKS,35.73,DEBIT
2026-09-03,STAPLES,30.63,DEBIT
2026-09-03,FEDEX OFFICE,21.90,DEBIT
2026-09-03,AMAZON MKTPL,6.04,DEBIT
2026-09-03,AMAZON MKTPL,23.98,DEBIT
2026-09-04,FIGMA PROFESSIONAL,45.00,DEBIT
2026-09-04,MORRISON LEGAL LLP,1200.00,DEBIT
2026-09-04,PARKING METER,5.46,DEBIT
2026-09-04,AMAZON MKTPL,15.61,DEBIT
2026-09-04,SHELL OIL,24.41,DEBIT
2026-09-04,AMAZON MKTPL,19.00,DEBIT
2026-09-04,STARBUCKS,35.70,DEBIT
2026-09-04,PARKING METER,30.88,DEBIT
2026-09-05,LINEAR STANDARD,16.00,DEBIT
2026-09-05,STARBUCKS,18.61,DEBIT
2026-09-05,AMAZON MKTPL,29.92,DEBIT
2026-09-05,AMAZON MKTPL,22.67,DEBIT
2026-09-05,LYFT,28.04,DEBIT
2026-09-05,APPLE.COM/BILL,15.44,DEBIT
2026-09-06,STRIPE PAYOUT,175.00,CREDIT
2026-09-06,SLACK PRO,33.75,DEBIT
2026-09-06,BLUE BOTTLE / RESTAURANTS,38.00,DEBIT
2026-09-06,FEDEX OFFICE,37.87,DEBIT
2026-09-06,STAPLES,9.20,DEBIT
2026-09-06,STAPLES,35.22,DEBIT
2026-09-06,STARBUCKS,19.83,DEBIT
2026-09-06,AMAZON MKTPL,28.50,DEBIT
2026-09-06,STAPLES,30.10,DEBIT
2026-09-06,FEDEX OFFICE,20.08,DEBIT
2026-09-07,VERCEL PRO,20.00,DEBIT
2026-09-07,APPLE.COM/BILL,29.20,DEBIT
2026-09-07,LYFT,27.02,DEBIT
2026-09-07,LYFT,37.24,DEBIT
2026-09-07,SHELL OIL,26.94,DEBIT
2026-09-07,SHELL OIL,3.56,DEBIT
2026-09-07,PARKING METER,37.33,DEBIT
2026-09-07,AMAZON MKTPL,24.75,DEBIT
2026-09-07,LYFT,11.60,DEBIT
2026-09-07,PARKING METER,7.96,DEBIT
2026-09-08,ADOBE CREATIVE CLOUD,54.99,DEBIT
2026-09-08,RETAINER PAYMENT MERIDIAN,1100.00,CREDIT
2026-09-08,STARBUCKS,29.81,DEBIT
2026-09-08,LYFT,5.25,DEBIT
2026-09-08,AMAZON MKTPL,8.94,DEBIT
2026-09-08,STAPLES,29.29,DEBIT
2026-09-08,LYFT,36.39,DEBIT
2026-09-08,PARKING METER,5.03,DEBIT
2026-09-08,SHELL OIL,37.62,DEBIT
2026-09-09,STRIPE PAYOUT,255.00,CREDIT
2026-09-09,ZOOM PRO,14.99,DEBIT
2026-09-09,LYFT,18.79,DEBIT
2026-09-09,STAPLES,3.77,DEBIT
2026-09-09,SHELL OIL,32.15,DEBIT
2026-09-09,STARBUCKS,18.18,DEBIT
2026-09-09,PARKING METER,11.78,DEBIT
2026-09-09,FEDEX OFFICE,10.58,DEBIT
2026-09-09,TARGET,33.66,DEBIT
2026-09-09,STARBUCKS,19.63,DEBIT
2026-09-09,STAPLES,15.39,DEBIT
2026-09-09,APPLE.COM/BILL,25.41,DEBIT
2026-09-09,STAPLES,10.22,DEBIT
2026-09-10,STRIPE PAYOUT,205.00,CREDIT
2026-09-10,AIRTABLE PLUS,24.00,DEBIT
2026-09-10,AMAZON MKTPL,18.09,DEBIT
2026-09-10,STAPLES,27.85,DEBIT
2026-09-10,STAPLES,19.53,DEBIT
2026-09-10,SHELL OIL,36.87,DEBIT
2026-09-10,TARGET,4.36,DEBIT
2026-09-10,LYFT,15.58,DEBIT
2026-09-10,FEDEX OFFICE,26.79,DEBIT
2026-09-10,TARGET,21.36,DEBIT
2026-09-10,PARKING METER,21.39,DEBIT
2026-09-11,STRIPE PAYOUT,165.00,CREDIT
2026-09-11,NOTION TEAM PLAN,40.00,DEBIT
2026-09-11,APPLE.COM/BILL,35.00,DEBIT
2026-09-11,APPLE.COM/BILL,5.50,DEBIT
2026-09-11,SHELL OIL,7.64,DEBIT
2026-09-11,UBER,19.31,DEBIT
2026-09-11,FEDEX OFFICE,31.29,DEBIT
2026-09-11,APPLE.COM/BILL,29.39,DEBIT
2026-09-11,UBER,8.73,DEBIT
2026-09-11,FEDEX OFFICE,29.34,DEBIT
2026-09-11,APPLE.COM/BILL,21.83,DEBIT
2026-09-11,SHELL OIL,12.97,DEBIT
2026-09-11,TARGET,19.51,DEBIT
2026-09-11,FEDEX OFFICE,18.99,DEBIT
2026-09-11,STARBUCKS,15.99,DEBIT
2026-09-11,FEDEX OFFICE,15.15,DEBIT
2026-09-11,UBER,17.32,DEBIT
2026-09-12,STAPLES,8.06,DEBIT
2026-09-12,LYFT,16.79,DEBIT
2026-09-12,UBER,33.06,DEBIT
2026-09-12,LYFT,33.61,DEBIT
2026-09-12,LYFT,11.68,DEBIT
2026-09-12,STARBUCKS,23.36,DEBIT
2026-09-12,TARGET,34.86,DEBIT
2026-09-12,STARBUCKS,26.90,DEBIT
2026-09-12,FEDEX OFFICE,15.67,DEBIT
2026-09-12,TARGET,29.83,DEBIT
2026-09-12,UBER,15.95,DEBIT
2026-09-13,STRIPE PAYOUT,295.00,CREDIT
2026-09-13,CANVA TEAMS,29.99,DEBIT
2026-09-13,APPLE.COM/BILL,36.92,DEBIT
2026-09-13,AMAZON MKTPL,10.75,DEBIT
2026-09-13,SHELL OIL,34.72,DEBIT
2026-09-13,APPLE.COM/BILL,14.06,DEBIT
2026-09-13,AMAZON MKTPL,9.76,DEBIT
2026-09-13,AMAZON MKTPL,32.39,DEBIT
2026-09-13,APPLE.COM/BILL,20.67,DEBIT
2026-09-13,AMAZON MKTPL,25.04,DEBIT
2026-09-13,PARKING METER,23.92,DEBIT
2026-09-14,LYFT,15.16,DEBIT
2026-09-14,UBER,34.79,DEBIT
2026-09-14,TARGET,19.54,DEBIT
2026-09-14,PARKING METER,20.83,DEBIT
2026-09-14,PARKING METER,22.69,DEBIT
2026-09-14,LYFT,24.74,DEBIT
2026-09-15,INSTACART EXPRESS,9.99,DEBIT
2026-09-15,GUSTO PAYROLL,3900.00,DEBIT
2026-09-15,STAPLES,35.19,DEBIT
2026-09-15,STAPLES,37.58,DEBIT
2026-09-15,AMAZON MKTPL,15.24,DEBIT
2026-09-15,SHELL OIL,10.08,DEBIT
2026-09-15,STARBUCKS,30.22,DEBIT
2026-09-15,UBER,13.21,DEBIT
2026-09-16,STARBUCKS,32.74,DEBIT
2026-09-16,AMAZON MKTPL,10.31,DEBIT
2026-09-16,PARKING METER,31.68,DEBIT
2026-09-16,STAPLES,35.94,DEBIT
2026-09-16,SHELL OIL,6.22,DEBIT
2026-09-16,AMAZON MKTPL,14.07,DEBIT
2026-09-16,STAPLES,19.27,DEBIT
2026-09-17,STRIPE PAYOUT,210.00,CREDIT
2026-09-17,AHREFS LITE,99.00,DEBIT
2026-09-17,FEDEX OFFICE,24.93,DEBIT
2026-09-17,STAPLES,11.14,DEBIT
2026-09-17,TARGET,21.58,DEBIT
2026-09-17,APPLE.COM/BILL,36.95,DEBIT
2026-09-17,TARGET,10.90,DEBIT
2026-09-17,STAPLES,8.32,DEBIT
2026-09-17,STARBUCKS,9.11,DEBIT
2026-09-17,APPLE.COM/BILL,17.66,DEBIT
2026-09-18,STRIPE PAYOUT,185.00,CREDIT
2026-09-18,SPOTIFY FAMILY ADDON,16.05,DEBIT
2026-09-18,AWS CLOUD SERVICES,341.48,DEBIT
2026-09-18,APPLE.COM/BILL,32.45,DEBIT
2026-09-18,FEDEX OFFICE,24.07,DEBIT
2026-09-18,APPLE.COM/BILL,21.39,DEBIT
2026-09-18,FEDEX OFFICE,33.54,DEBIT
2026-09-18,STAPLES,37.12,DEBIT
2026-09-18,PARKING METER,8.93,DEBIT
2026-09-18,STARBUCKS,9.43,DEBIT
2026-09-18,UBER,26.34,DEBIT
2026-09-18,APPLE.COM/BILL,17.98,DEBIT
2026-09-18,PARKING METER,9.41,DEBIT
2026-09-19,MAILCHIMP STANDARD,60.00,DEBIT
2026-09-19,LYFT,22.55,DEBIT
2026-09-19,UBER,5.95,DEBIT
2026-09-19,TARGET,17.80,DEBIT
2026-09-19,LYFT,23.93,DEBIT
2026-09-19,TARGET,6.06,DEBIT
2026-09-19,TARGET,7.69,DEBIT
2026-09-19,FEDEX OFFICE,5.86,DEBIT
2026-09-19,PARKING METER,25.17,DEBIT
2026-09-19,LYFT,9.61,DEBIT
2026-09-19,FEDEX OFFICE,14.65,DEBIT
2026-09-19,FEDEX OFFICE,5.31,DEBIT
2026-09-19,FEDEX OFFICE,21.99,DEBIT
2026-09-19,UBER,20.68,DEBIT
2026-09-20,STRIPE PAYOUT,260.00,CREDIT
2026-09-20,SHELL OIL,13.09,DEBIT
2026-09-20,TARGET,16.59,DEBIT
2026-09-20,SHELL OIL,37.25,DEBIT
2026-09-20,PARKING METER,11.51,DEBIT
2026-09-20,AMAZON MKTPL,23.67,DEBIT
2026-09-20,UBER,6.09,DEBIT
2026-09-20,FEDEX OFFICE,17.87,DEBIT
2026-09-21,LOOM BUSINESS,12.50,DEBIT
2026-09-21,SHELL OIL,34.02,DEBIT
2026-09-21,STARBUCKS,5.88,DEBIT
2026-09-21,STARBUCKS,22.28,DEBIT
2026-09-21,LYFT,26.37,DEBIT
2026-09-21,STAPLES,13.91,DEBIT
2026-09-21,STARBUCKS,28.59,DEBIT
2026-09-21,TARGET,12.24,DEBIT
2026-09-21,LYFT,5.07,DEBIT
2026-09-22,STRIPE PAYOUT,200.00,CREDIT
2026-09-22,DOORDASH DASHPASS,9.99,DEBIT
2026-09-22,AMAZON MKTPL,24.60,DEBIT
2026-09-22,PARKING METER,28.82,DEBIT
2026-09-22,LYFT,32.92,DEBIT
2026-09-22,PARKING METER,29.73,DEBIT
2026-09-22,STARBUCKS,14.20,DEBIT
2026-09-23,HULU,7.99,DEBIT
2026-09-23,FEDEX OFFICE,6.33,DEBIT
2026-09-23,STARBUCKS,25.00,DEBIT
2026-09-23,LYFT,13.29,DEBIT
2026-09-23,SHELL OIL,16.82,DEBIT
2026-09-23,AMAZON MKTPL,4.26,DEBIT
2026-09-23,UBER,28.59,DEBIT
2026-09-23,UBER,24.51,DEBIT
2026-09-23,AMAZON MKTPL,28.47,DEBIT
2026-09-23,LYFT,15.40,DEBIT
2026-09-23,LYFT,6.26,DEBIT
2026-09-24,GRAMMARLY BUSINESS,25.00,DEBIT
2026-09-24,UBER,16.92,DEBIT
2026-09-24,AMAZON MKTPL,19.36,DEBIT
2026-09-24,STARBUCKS,18.22,DEBIT
2026-09-24,STAPLES,22.88,DEBIT
2026-09-24,LYFT,17.67,DEBIT
2026-09-24,FEDEX OFFICE,20.29,DEBIT
2026-09-24,APPLE.COM/BILL,20.76,DEBIT
2026-09-24,STARBUCKS,31.55,DEBIT
2026-09-24,STAPLES,6.72,DEBIT
2026-09-24,SHELL OIL,9.96,DEBIT
2026-09-24,APPLE.COM/BILL,11.86,DEBIT
2026-09-25,LYFT,11.40,DEBIT
2026-09-25,LYFT,32.89,DEBIT
2026-09-25,APPLE.COM/BILL,24.92,DEBIT
2026-09-25,TARGET,16.22,DEBIT
2026-09-25,SHELL OIL,16.03,DEBIT
2026-09-25,UBER,24.38,DEBIT
2026-09-25,AMAZON MKTPL,7.70,DEBIT
2026-09-26,NOTION PRO SEAT,10.00,DEBIT
2026-09-26,STARBUCKS,6.93,DEBIT
2026-09-26,TARGET,37.91,DEBIT
2026-09-26,LYFT,19.02,DEBIT
2026-09-26,TARGET,11.95,DEBIT
2026-09-26,STAPLES,15.72,DEBIT
2026-09-27,DROPBOX PLUS,11.99,DEBIT
2026-09-27,BLUE BOTTLE / RESTAURANTS,39.00,DEBIT
2026-09-27,STAPLES,29.56,DEBIT
2026-09-27,UBER,7.36,DEBIT
2026-09-27,AMAZON MKTPL,11.15,DEBIT
2026-09-27,LYFT,29.13,DEBIT
2026-09-27,PARKING METER,14.88,DEBIT
2026-09-27,LYFT,18.81,DEBIT
2026-09-27,PARKING METER,9.74,DEBIT
2026-09-27,SHELL OIL,23.64,DEBIT
2026-09-27,AMAZON MKTPL,27.82,DEBIT
2026-09-28,APPLE.COM/BILL,26.62,DEBIT
2026-09-28,AMAZON MKTPL,8.99,DEBIT
2026-09-28,FEDEX OFFICE,10.21,DEBIT
2026-09-28,PARKING METER,31.24,DEBIT
2026-09-28,UBER,22.59,DEBIT
2026-09-28,AMAZON MKTPL,18.62,DEBIT
2026-09-28,STARBUCKS,23.33,DEBIT
2026-09-28,UBER,23.25,DEBIT
2026-09-29,CALENDLY PREMIUM,14.99,DEBIT
2026-09-29,APPLE.COM/BILL,12.29,DEBIT
2026-09-29,PARKING METER,13.93,DEBIT
2026-09-29,FEDEX OFFICE,31.08,DEBIT
2026-09-29,SHELL OIL,7.95,DEBIT
2026-09-29,STARBUCKS,26.54,DEBIT
2026-09-29,PARKING METER,9.09,DEBIT
2026-09-29,STAPLES,21.87,DEBIT
2026-09-30,ADOBE TRIAL UPGRADE,14.99,DEBIT
2026-09-30,AMAZON MKTPL,10.55,DEBIT
2026-09-30,PARKING METER,24.40,DEBIT
2026-09-30,PARKING METER,20.69,DEBIT
2026-09-30,STARBUCKS,35.61,DEBIT
2026-09-30,STAPLES,23.34,DEBIT
2026-09-30,TARGET,9.46,DEBIT
2026-09-30,AMAZON MKTPL,32.87,DEBIT
2026-09-30,LYFT,14.17,DEBIT
2026-09-30,FEDEX OFFICE,8.46,DEBIT
2026-09-30,AMAZON MKTPL,4.95,DEBIT
